longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-123.40179267401048,39.05635749895741,40,2093,2867,1218,2713,10.74,548344
-117.49261199489978,36.58565143824129,8,5522,2090,7731,2795,6.49,322929
-123.6352659694593,38.87261591673161,47,7918,2530,3117,4998,7.56,441950
-121.14748467185063,35.13133684974349,7,7078,759,4441,4452,5.95,353583
-115.86745187786667,35.422410023502984,11,1325,843,11072,2645,12.41,623775
-124.1163497652123,39.964350354854666,39,3317,761,1758,3477,3.26,171492
-116.17273643480709,36.74080764933889,4,4361,2636,8478,444,14.5,746341
-121.52017806127506,40.052759004277696,25,4242,2698,1897,3647,10.07,527641
-123.16362513067857,40.278994536218505,12,4633,1767,9216,4894,13.47,690663
-117.35475885974392,40.60966159739268,26,8838,306,884,2382,7.25,426671
-118.03541381832997,41.165537569265766,38,2858,1262,11736,379,5.99,285307
-115.5401809841884,36.59557092503012,46,3683,920,5791,2147,13.66,687176
-116.96988672020899,35.54053676040192,12,3144,2996,14843,822,2.83,172724
-116.28305145893611,38.01849020545061,43,7410,1781,3296,1695,3.08,197535
-121.51837289138408,36.03273250454808,51,7853,858,9652,1782,5.54,302674
-122.56850698045157,38.1961079095902,37,8987,2774,8632,4523,14.46,775944
-116.81382789352578,39.17956296747839,46,2186,320,662,1837,10.05,497570
-116.24937921775667,39.01789122401101,24,1274,1593,4846,1673,8.98,449167
-114.40532837431324,36.06454266685934,16,4505,599,3099,1049,11.02,594399
-120.20731852380928,34.11015449798526,13,3207,1187,1293,1898,7.14,391696
-120.61493841864045,36.59128107492937,25,1169,617,11402,1611,11.73,598109
-116.55481387415035,33.88181089581076,4,8972,408,168,823,6.81,364337
-120.9283324558597,40.915813101079635,11,3024,1723,5779,1853,12.66,640566
-115.00519645094022,35.79470690554324,32,1411,1687,2528,1148,5.11,264484
-115.73153597149616,33.99346622137148,49,429,1407,6300,2100,5.25,293753
-120.04289996515482,32.779463420713114,7,4484,1762,5496,1648,8.55,414272
-116.81125447937336,38.61718865495582,46,3385,1412,7093,797,7.32,365482
-116.77438954418979,38.53325080724913,11,701,847,13510,4023,10.25,538577
-123.31463635688723,35.745085207529954,28,248,1334,13303,2372,6.42,349443
-115.28836881693715,33.214808874056395,41,3766,936,3698,1603,4.61,247935
-119.27726618062351,36.39460790096413,23,3255,1808,10664,1665,7.84,439043
-116.05236704027827,35.46855662854654,45,9080,1272,12848,3804,9.07,484232
-121.13670200565265,38.91170521990644,23,586,2308,14614,4474,3.43,144245
-115.35894678589815,38.24038273734982,50,1169,336,9135,2352,9.02,472649
-120.442415145509,35.97082698233885,28,9397,1765,673,4271,5.81,363379
-124.2411899791378,34.59036893553946,43,6020,1835,4314,4912,6.8,395660
-115.2599649567506,41.83741844152412,47,3252,792,7736,3705,5.27,262491
-123.43348176506721,36.812155255455444,26,7597,1555,10888,3445,14.07,745472
-121.14409107859223,39.01666055869203,25,2502,2090,13033,266,10.73,565806
-114.81137785080992,33.86260342491237,29,2483,1096,1578,3366,5.04,270434
-114.80590424474694,37.10939907379493,19,9999,345,10365,1409,10.21,589422
-118.59268360324221,32.79912053397167,33,4566,2103,9805,3824,12.96,662729
-118.00635438981521,37.296332659537335,36,322,2647,6227,4977,6.92,346197
-119.84760695933767,41.611403800977584,14,6999,730,13419,4327,12.7,674718
-121.40616385215142,36.15538516919638,14,9672,1941,9260,4479,3.58,244011
-121.05020796448603,32.90695247832992,35,3927,844,14398,4656,12.61,646245
-117.59791470098654,32.831293992551025,30,8650,252,13927,4528,8.79,501298
-116.79615972444569,36.19095541110004,28,9339,374,6776,1946,4.51,304287
-116.40254640099248,34.04583465211866,17,5158,2922,2296,4477,7.0,365428
-116.42223384634268,32.75974322644823,3,724,2341,9803,949,14.84,742326
-123.43429072539115,39.655970107271166,16,9279,376,13436,691,12.08,669750
-119.38602014078609,36.85470151357859,46,8599,1036,8266,4779,9.26,544545
-123.77211004943288,35.26179330426268,30,348,810,8946,3677,3.05,166959
-118.8327300214697,41.00978275218509,29,8201,1086,6150,245,7.14,382280
-119.91703376621129,33.632867615486944,45,637,956,11284,1943,5.05,259648
-115.43745000510667,41.535196180469555,15,3949,1453,4750,3325,2.46,161948
-120.82681327397712,35.49442681052089,46,8386,414,12812,4100,8.82,466678
-123.17464715506684,40.899878556424696,25,4653,1294,8584,4603,13.5,676697
-122.91436351218952,38.213692467671734,51,5536,2170,13596,4975,10.62,551780
-116.70443325755657,40.3193162551674,38,4751,1698,10893,2354,4.87,280447
-118.14309064430473,41.79956386581047,42,3023,1119,4626,3650,9.24,449730
-123.33472833172718,35.2538951698744,47,5928,323,4512,3393,14.23,727278
-123.50556766660542,41.58428491768545,38,8877,2305,12785,2106,11.26,612858
-117.31226992015044,36.205024631031776,23,8591,2002,5543,2858,10.81,605265
-123.6194594161035,36.16766702357444,25,2182,1934,9880,1274,14.57,745214
-116.09852500472482,35.7430426510349,42,7196,173,8887,936,12.28,657473
-117.25932803934877,37.634645585140774,7,9863,1402,2693,442,3.34,236413
-123.53325824235532,33.99050485630956,22,2511,2640,10415,1725,6.19,354000
-123.49822935058467,37.750425077218885,17,7425,1741,10235,3240,14.53,793335
-114.4441386318482,37.63744228477814,18,9913,2157,9207,2496,8.11,414237
-120.59232121060855,39.709496056611826,49,804,2996,6952,3955,3.01,156481
-120.62875284344841,40.38464614183268,41,8375,2983,6729,3388,7.69,444625
-116.18949234473467,36.684553106439914,10,5985,2879,3969,3641,10.91,609420
-114.83962428306606,35.384955876397555,10,9809,491,11086,3816,14.97,810364
-114.45054931921838,34.98034138375386,7,4797,1290,13643,2577,5.87,300301
-116.78608302000022,34.37141030339284,48,7959,960,11370,2231,8.44,447254
-120.5723537612696,33.08246374849282,50,7732,1075,8071,3814,13.38,693679
-123.51165280434536,35.762435480834654,38,8940,1609,14985,404,6.3,365850
-116.54744496408854,35.08303078295067,27,1038,1791,9267,2681,2.98,144593
-118.74362133265251,41.6339876010029,33,4015,2929,9367,1571,14.31,674681
-120.09081102716036,37.788040055012914,1,1047,1784,7922,2722,8.09,386169
-115.25020197364886,35.80787693727708,44,4909,675,3089,3228,8.29,430160
-123.23357727764623,38.00220012535068,34,4707,1740,7162,2387,9.89,490785
-119.40404395291978,33.84984095966299,4,6775,1047,11759,678,1.55,87104
-124.2360094065351,36.71845167999273,17,4973,2831,5440,2729,14.07,769384
-119.64464715437897,38.43286496457221,4,4668,140,9743,4472,6.38,342167
-123.78471511215434,37.14052859716697,43,5392,2264,3923,1488,6.86,362237
-123.15706812066855,36.32073851415719,26,3520,256,13554,1471,3.85,223446
-123.17003648235786,41.892113339546164,4,4898,1138,4032,1176,6.61,377911
-117.83192856675473,40.82376191182141,1,4511,1961,10320,2733,12.35,684867
-116.85970941217515,38.406250066280336,7,3873,565,8654,1830,12.3,668472
-118.49297759842452,37.89784096872528,30,1764,1230,2529,1581,14.13,724016
-114.6897876133156,38.38041511514934,50,2040,1842,11924,1964,6.94,326543
-120.58629938158201,34.434346934609096,9,6258,2844,7544,1282,11.07,564740
-121.48145065373012,36.25824616411724,35,7331,2403,10610,2006,8.35,446117
-115.62926475297782,32.91131420450336,8,926,1951,11377,442,12.35,632261
-122.10509778126469,37.01488821275104,24,9636,2055,10637,875,11.12,606066
-114.67924570401627,37.649861335041614,19,6897,444,7247,3013,6.47,328524
-124.22796907411424,34.6831250167312,36,9457,1147,7731,2445,6.05,316749
-114.6124165798553,41.61151145182749,50,482,236,3698,4195,4.91,253090
-123.91667448401621,41.09796788891945,43,1281,1647,4429,4945,9.28,472805
-115.40292313847137,39.33536784564008,27,4085,1641,6818,1842,14.51,741727
-119.05188086477355,37.559168176682064,32,3081,2720,10023,3114,4.2,235063
-114.38063344696222,40.72640979228472,14,3170,779,8318,1413,2.79,180286
-123.6090824900566,33.769438555378784,18,9544,289,13882,2398,3.11,209421
-118.78930298461074,39.97869716412667,28,7185,2630,192,3601,12.07,620591
-114.61820254238425,33.71456385942804,29,1147,190,10956,3678,6.23,355539
-119.0980976445317,40.01352233458991,16,4960,188,8600,3386,4.53,247773
-118.03083767312197,35.13497281724527,35,266,2556,151,1615,6.26,315329
-117.36468316259445,40.79342236738116,47,9028,119,418,3717,10.21,542566
-119.78640770973155,41.423436102897,31,8705,434,10284,2263,8.88,466036
-118.04931687595601,33.940170072102134,4,764,679,12568,4146,11.54,560960
-118.48348430829208,36.89377744366536,37,9993,2295,5788,1069,6.08,329709
-115.30237357467047,41.77109122851087,17,9217,254,12183,1334,7.6,365886
-123.89371834137175,37.08886397250731,39,3870,1799,7118,112,2.88,160224
-121.529129576494,40.66598218686187,48,9417,617,7310,2580,2.49,193631
-114.80786869987135,38.07996362325572,46,2451,1031,13034,3442,7.74,379568
-115.4117516097352,36.071854433523455,26,1004,854,4056,3322,5.57,334709
-119.77520620203144,35.22922325749844,48,4831,1760,6157,2319,9.77,540382
-118.12386871807257,34.45232928712008,39,9783,2956,13671,4297,2.08,152550
-121.56509292286943,39.70852098086414,41,1435,931,14632,693,3.14,141953
-122.46126355637344,36.1773461692047,4,6920,2085,10984,4771,13.18,661658
-119.69446801440257,37.35110209930907,30,7106,1023,11310,266,9.15,490756
-120.80234363061842,37.172782766811125,30,6216,689,14690,245,11.11,587942
-118.49009263701724,37.97219566508377,22,3749,1504,10316,3914,12.87,658157
-123.56954424487155,40.68508094032704,11,8138,374,6975,3323,7.76,450076
-114.56707613103168,41.768757223120076,2,4341,491,4531,2744,11.77,640146
-114.44844412542479,36.375367402679615,44,7166,853,13964,3262,8.58,474283
-117.34045639124176,40.32695305702031,12,9746,2385,1625,2805,4.51,284759
-118.96759248190503,39.73420654770089,30,5535,275,13377,1571,6.06,324363
-121.24234273248527,37.93690743319694,36,5277,1137,7143,1130,8.12,432286
-116.17949800214224,41.536403621388295,18,5811,1016,1378,771,5.78,326287
-117.47529902755905,34.42646519112227,26,8289,609,8805,1612,6.03,336610
-122.71732592897729,33.56817621901354,7,3092,763,6225,689,6.05,331176
-115.20429106768182,40.57578210905052,1,5777,547,7974,4310,3.16,165761
-116.09172608105138,36.67239977452357,26,3818,2946,12629,4360,2.64,136445
-114.81400887054909,40.50997691808844,23,1759,2157,14584,3837,2.13,94356
-117.06377613578087,40.94397883088886,26,6883,306,10025,3786,3.0,171042
-118.19131143280467,33.12772595595546,45,1707,626,11662,139,6.14,309789
-120.15083991564218,40.853403419698836,6,2263,2336,7000,2971,9.52,507896
-114.9854060271257,36.75868231102626,6,3842,87,12213,1301,4.04,222038
-115.6547185494159,37.343169721529826,44,2200,2122,2600,1152,13.49,659813
-123.89600455213386,38.43623552938711,8,1494,459,3564,4753,12.41,599930
-124.08527557604758,41.25726032933012,24,4265,510,2359,398,8.53,439505
-120.57030779654438,32.71988244858408,22,8214,1490,13055,3963,11.28,621758
-116.2120445589504,37.02709703687066,19,1803,2454,12981,4102,6.45,359574
-114.43774766167796,39.011464419271576,37,1522,432,14566,2991,2.0,75794
-122.83981441332057,39.34067247194033,18,6156,1882,7596,295,13.71,723727
-118.38492761786456,39.05673018076419,31,2641,618,2759,321,3.23,166667
-120.52585579942455,33.805034567730424,37,1298,1121,355,2080,14.3,715005
-114.61205944594138,35.35731248657752,30,5273,482,1602,4548,9.22,466080
-115.89512601171748,35.915513094174095,42,9897,105,4756,3237,5.63,326583
-115.93317980470017,40.10975412426414,33,9518,2674,10402,3556,8.19,434906
-119.64432067565849,35.16313039942094,10,8688,2365,5530,1515,8.27,451622
-120.18521219652985,34.52273370999038,37,3987,2166,8698,1245,1.81,133400
-121.6049929978157,41.549585859148486,12,2296,1801,11141,3137,6.3,339104
-123.78399001362469,32.62340351291774,30,2408,2097,3276,3058,11.49,624815
-115.66818734239926,41.92949425196742,27,6188,951,1960,3873,8.39,460967
-116.18847386833403,38.9088884222481,39,375,1674,6258,1664,4.8,245365
-114.31283456020725,40.3358961078162,9,7369,2890,5906,1176,6.02,348902
-114.34376615577798,35.31236851961768,21,6214,306,4454,4429,13.15,673054
-118.77346567574962,32.67470676284703,12,1867,721,822,566,8.59,397114
-116.62936635158768,39.483352169664,29,9067,539,7679,2715,8.63,492758
-114.86455207198043,40.38930065777636,33,2023,2843,9574,1351,14.48,698208
-115.8195401975988,39.50788040168262,43,5347,2146,713,661,5.83,340667
-121.86662505849829,33.88422120350089,15,1556,1732,3431,799,7.97,421296
-119.82653688148666,39.62975674843808,2,3272,365,5890,1906,12.46,622369
-123.05323947187898,39.775563379632906,39,3459,2510,3216,449,11.75,596073
-114.77132768632242,38.736866252455215,44,6399,483,10270,1576,5.09,286264
-118.26400667011316,39.749150927606465,18,746,1075,9104,2074,3.54,162286
-122.05442623274523,40.50012074736746,3,5431,2025,10078,369,10.96,585965
-117.6061251285652,38.31401471497448,7,8165,2029,430,385,4.98,302398
-118.14399246580273,33.37377035845468,43,2283,1439,2312,2148,13.96,680555
-120.75404631095027,37.128577688968456,18,2240,469,9508,223,3.24,156737
-123.20988177431572,33.270680239259804,44,4734,1646,13932,4069,5.8,312933
-117.60740511624829,36.37497992201517,38,1952,1634,5593,1691,2.24,144571
-119.12611068292591,36.370872062672156,37,2049,893,7332,550,10.99,572790
-116.59592334697419,33.16115263335967,33,2842,1517,12774,3696,13.53,644091
-119.12755844883559,35.8224012246528,44,1800,483,5714,2413,10.08,507160
-115.79409773680186,33.584492109626275,31,4602,2740,6013,1906,14.16,740463
-118.80885533870416,40.14549332618678,11,3999,1628,6013,3202,3.23,165495
-118.71818276578472,41.457744324325674,4,818,2154,14202,1946,2.68,120541
-115.54839782931022,33.220498032177204,18,1332,1013,11629,1768,12.82,632720
-120.29903202322753,41.52763410061491,4,5691,1026,10667,1828,13.05,674795
-123.00448710635557,37.45744579975877,49,5995,95,5711,4842,12.72,646393
-124.06102192981407,35.35891302954595,34,7833,1243,9532,3107,12.29,666863
-116.76842195303686,33.263272128348696,29,1687,466,419,4877,6.39,310720
-118.12209210441121,37.25087436254263,24,8048,897,8185,2763,4.44,241516
-117.2810391282838,40.016391273657945,22,5209,2236,12786,3878,14.04,720071
-122.21183981845053,39.19368375107963,2,9949,296,10206,4797,5.64,361323
-122.98083038510883,33.01262676787599,44,2313,279,4300,1144,6.88,366070
-124.20397155669446,33.22600627081197,6,1244,841,4891,95,10.94,564997
-120.83010090958176,36.331037589573114,42,2631,686,429,1495,5.46,291880
-118.42722642397948,35.318683548991146,25,8179,2471,8951,2246,12.56,649955
-120.41186978719868,34.72673647995741,21,1782,787,11980,3251,2.45,118608
-119.95775178288176,35.18425233473099,16,1508,1138,11410,505,12.18,600340
-115.27224670728276,40.10077261442369,31,5117,137,6842,1712,9.62,528416
-120.85351511108607,41.28403598467575,14,8993,762,5016,2974,9.24,512871
-119.1895455288355,36.352016355504404,39,1820,1799,10264,1015,7.69,360253
-116.48212375207892,41.0665045300668,28,7703,1277,1893,1578,5.24,329568
-120.36871046549444,35.56527454874257,32,4966,1986,6557,3026,7.76,406190
-118.10424952971215,37.023272041495076,28,5562,1455,11510,3121,7.58,419877
-115.69186836418268,34.66693286944856,51,5392,650,8225,4919,9.38,517006
-114.81681293847727,38.566879556874696,49,6822,1549,12849,2571,5.3,247868
-122.87338225147245,41.752212293794955,9,6293,2636,5803,1176,2.55,168056
-115.0470602433786,38.2188700337682,45,6904,263,10825,3454,3.46,202468
-119.40915241748144,35.9070305315085,22,300,2171,14063,4542,10.94,500062
-121.75722634147846,38.635962166770874,32,6857,2158,10749,2393,1.8,101634
-119.74027700736785,33.6966835843593,5,6075,747,6270,156,13.06,674282
-114.51047294413381,40.9022819452974,23,4471,1292,11392,2627,10.87,582768
-119.4041143363116,37.27401997683826,5,437,2109,12658,3204,11.87,592160
-121.04933383271342,36.76838107259303,42,7426,2911,11025,4433,12.79,679592
-117.99065542266007,38.052987659347615,32,8232,2129,6744,4103,3.16,192037
-121.93893798746694,38.41921614884828,10,5418,1233,7520,4851,12.6,678848
-123.58833218578901,33.21541033659149,39,4225,1050,12772,264,8.31,447045
-123.05604759201708,38.96342805171222,15,6273,286,4255,4489,13.45,707122
-123.06441977686396,34.816577111769135,7,2742,1254,13518,4339,13.47,664347
-122.82489695713656,39.25829427188701,29,1737,2655,8511,4303,1.83,102581
-122.95617518659992,40.280052415155296,47,954,1531,13852,514,6.67,393907
-117.91561756217573,40.10524955606922,3,7596,1153,11110,2422,8.61,484385
-122.52392395263259,37.739034103308235,19,8023,696,10198,641,10.66,558328
-120.87950047542842,37.43479868664417,10,5707,2917,2711,2238,5.36,333584
-115.34624436454364,33.88446279620386,28,4435,522,5791,933,4.9,251507
-119.59142513176076,39.83600727529351,29,740,161,2693,4208,6.65,350486
-117.64772030524888,35.09396227000358,15,5710,1895,195,353,8.26,440626
-122.61990849313563,37.213903928716874,35,8661,1704,9280,4541,14.34,763947
-122.41941825116095,35.215019214447935,6,8126,432,9404,383,11.79,634506
-123.93967909268454,33.79932489582711,12,5331,66,6141,2883,7.3,386703
-122.65389196675547,38.464137927751246,47,8897,542,10570,4556,2.23,148198
-121.55295299611913,33.05126444768352,38,1329,1946,5163,2381,3.78,169308
-122.57281473786146,39.58475165312754,13,3345,1559,14710,4611,7.65,376724
-123.45942656107916,35.52849174340711,29,8753,166,8537,129,12.49,674944
-123.13881585414997,32.541267461172204,19,3920,1628,10450,3813,6.64,337945
-119.72378116895143,37.34972520022233,3,9848,929,12621,2881,8.77,469539
-122.27840946720583,32.98087645924475,8,4267,2212,3449,2027,13.54,754881
-120.69273059507732,35.13875553909467,8,4395,1868,7744,782,13.84,763761
-119.29569060061723,39.19264874695829,20,9444,1622,6660,4026,4.41,279336
-117.41843592056117,33.129909339461754,47,7481,2911,11017,1867,2.09,156335
-123.95530611599536,40.43817521306998,4,2709,1698,5347,1434,5.62,278296
-116.32391959495321,32.57594547221726,51,5216,693,5456,2174,10.89,546875
-118.04588008951129,34.8626126091899,21,6733,1409,4177,1248,14.34,743858
-123.52913931923332,39.51190716839099,3,4927,385,4998,2342,2.54,151640
-115.57927061396796,35.51610210895278,45,881,196,10958,4267,1.88,112666
-115.1044410986606,33.49880737170119,8,4132,171,11491,234,13.44,656053
-123.73677728305717,35.929801175912026,23,5760,130,11046,4177,11.6,651744
-121.57014841260207,35.08440082487839,16,4216,2782,1517,1047,14.9,771040
-116.25573915087766,40.46991899933082,13,7539,2759,14910,2036,6.86,349681
-116.83747270854806,35.4886039044762,3,919,2472,8946,2859,7.12,363744
-122.49740896566196,39.963854559412226,48,274,2160,10734,4714,3.83,174820
-122.24813279369943,40.93251688266902,9,9685,553,210,2407,3.06,181974
-120.63046008797453,36.622221918215146,14,4357,717,8381,1729,9.31,466036
-119.48538922868214,41.10256498366983,13,8711,2546,9054,4975,6.42,359425
-118.14272209383583,36.090562887793645,7,2349,2965,13691,3089,2.58,182799
-120.64610705871948,41.61197789917192,15,9844,1494,13744,4936,13.47,724573
-119.7061514500232,33.38021442578564,7,9947,1395,7491,2561,4.18,272612
-116.84539178113708,39.00485129779552,38,6913,2777,11464,3577,11.61,633835
-123.9817006429784,37.1867901206997,34,4407,1239,10471,3076,5.31,284639
-121.81553307878603,36.18777525933764,41,7341,1670,5232,2795,12.47,636984
-117.18797015771909,38.49381877902434,22,8852,2030,2604,4223,3.1,167285
-115.36212334962052,39.163295232279054,24,9278,1722,9756,2631,11.71,624140
-119.21275848115872,32.581058367409405,49,4136,2558,8389,4253,2.82,184558
-119.00758060793623,34.11102856511114,37,9507,508,5339,2861,7.53,442742
-123.27399300614864,39.24976333646894,44,1275,1262,392,4140,11.41,582002
-119.85797983709251,38.81068674177092,1,4076,513,10131,419,3.84,220157
-119.00252264479157,41.630507023260854,10,4815,961,1834,3793,5.36,289338
-121.91559614350732,39.70136560625987,43,7465,2476,5220,2054,13.17,686195
-121.6467979612682,41.4867711797519,16,6579,1075,10911,1753,13.45,690631
-120.56206700242959,39.15090611944254,46,9318,2461,6493,3374,2.11,122660
-124.14848517431162,35.34467128329716,8,4852,121,13039,490,3.77,248702
-121.1163251775449,33.53148391838056,49,6992,1500,2296,3307,3.09,192882
-122.22706200975469,39.89696255407585,25,9447,2735,3566,2956,3.93,234885
-121.06192658413373,38.60144417408837,50,7656,1243,14479,276,14.6,804703
-123.14758819653471,32.993430376620914,12,4874,1898,2006,2451,8.95,512109
-115.40910610137146,35.92807488412821,25,741,2434,1821,4768,7.82,449608
-118.39033176631735,41.54348626370714,17,2361,2072,11983,1074,14.79,746338
-117.53181271578933,37.248774781132994,26,2451,2292,13455,3541,9.02,465359
-116.42672076438232,36.61198116994542,46,9444,1061,14597,4306,10.43,581739
-119.34564032275226,36.84695328454896,48,4769,702,1916,920,5.99,356588
-123.47732030760226,34.50558643288859,14,2944,1348,8544,3249,6.66,348960
-118.95745032014177,36.009534477837725,41,6241,56,4327,1795,9.52,487537
-118.45811517507038,36.01994273883933,36,4875,954,11811,493,2.44,131307
-116.86578767918932,33.032660739964115,23,1760,2078,10199,4608,4.95,279848
-120.01613815585402,39.76281138435361,43,1364,2663,10202,522,4.16,227240
-123.06909375993254,36.4593067042155,6,5619,665,10813,129,1.71,110136
-121.50088990578081,40.27671273494254,47,2922,1923,5875,289,8.75,447336
-120.7046537441577,40.54177469053822,5,670,2670,3949,4702,9.07,453392
-117.86499089703072,34.534864054714376,43,9808,2696,5328,639,6.68,407820
-118.61938582112413,38.72569626722091,25,1668,819,6949,1410,5.13,249060
-120.77478887198562,36.98417177717366,18,8125,2339,1158,1934,10.3,531356
-114.44538690211849,40.822274903841176,13,1008,1616,11830,2366,3.32,207376
-118.26802081365685,34.57011979105043,43,8563,1535,14313,4480,8.5,468316
-121.96824301097061,38.91822221491752,14,6919,1490,2422,361,11.87,626508
-123.32810397489114,38.25894747039812,28,5273,815,8478,1126,3.72,225784
-122.8152942425893,35.318786903950944,18,8212,433,1048,83,11.67,604781
-121.88058440701954,33.825414503357536,28,1845,2488,8279,1891,11.77,612734
-122.73675901247405,38.67193014609117,51,8449,2993,10582,4531,2.31,150090
-122.47686707852489,39.49020208102523,27,1329,737,4459,298,1.75,116658
-121.48764450631377,35.51005330481313,32,1553,1199,14385,1184,14.65,709590
-122.60932910324065,38.607874803849974,47,967,96,12909,4939,4.11,219348
-115.3464751367507,36.258181840624246,9,4095,2022,5760,4997,12.6,645850
-123.5444531935571,39.25127677168943,40,9074,2716,13170,425,9.08,485277
-119.08390564871465,34.41461573675304,32,3654,513,7354,773,5.07,287196
-120.2296158570238,40.9169231748064,20,7529,1922,12922,1963,3.25,197178
-114.4869186862376,35.244524302741105,28,1990,172,8501,4347,8.21,429770
-123.22512942223275,36.0008661447854,33,9869,2231,2193,2542,7.0,424659
-120.35552978558076,33.086645269076094,4,1085,1692,11830,1992,10.93,567754
-114.6165168499153,33.58932991794321,46,7934,890,1663,4054,13.71,703562
-115.66030845602444,37.39426050452301,34,4106,1635,8317,2394,12.37,628195
-116.14659640766924,35.05804708801021,48,4692,2946,274,1381,5.21,293145
-121.7606556164688,40.40186892423405,3,9930,2704,13927,4638,13.37,734027
-122.63428862260373,32.678264787243116,26,2273,1853,1434,387,12.75,641045
-117.63682207195872,36.10727499800292,8,512,72,421,1915,14.04,708517
-115.01906506915904,35.714421595097164,6,6469,615,5798,3187,7.69,420676
-118.76010055414014,32.72187300693462,16,5517,1959,13546,841,11.88,628202
-118.6110085977222,33.7103066345948,24,1010,2863,12442,3661,9.49,455971
-121.53900989965075,36.43237757098436,48,7041,1014,12339,3750,5.69,291404
-116.62429095075295,37.177855739650475,39,2232,2332,13954,1566,14.92,711975
-122.47208076448246,36.34436652166832,30,9899,1045,13997,4003,2.02,152606
-121.1002604665014,37.536123553857806,45,7329,1237,11519,3958,3.69,193861
-120.07861815629117,38.14018906086247,13,2905,1844,10164,2723,13.55,734759
-119.25359179800807,32.63338315681293,5,8988,875,14582,2172,2.32,174022
-121.9162062865526,36.907135450457474,25,2347,265,5704,3835,13.47,661597
-123.1970382796184,41.60652785675221,20,815,706,6842,108,11.16,584777
-118.219374773886,37.424093756019055,18,1147,1163,10359,2483,2.0,128484
-121.45214924546782,38.91567273678875,47,5877,2037,7536,2112,7.3,418759
-118.51436825691697,35.474638902997874,18,4851,360,8624,1304,11.69,592593
-122.80019833864701,39.8232588684175,2,8066,606,5774,3738,9.37,523151
-119.51935337737763,39.813191144454244,10,2213,2354,5102,3798,14.13,742278
-119.00280209718207,37.445395808425445,45,3897,2630,11283,4180,13.21,711402
-123.82969169030282,41.724290077057404,50,690,1606,1010,4307,5.99,272475
-120.97049304693303,33.72142752091657,47,4550,101,12788,3079,2.64,150397
-123.00047664353269,32.699477526610956,12,2628,1411,1049,2896,14.25,708759
-123.7137152964534,39.78718877263427,47,5187,1244,5525,520,8.48,487217
-114.41079926680496,40.135333606603545,13,8933,1698,10367,4085,2.5,179486
-121.11356739645377,33.67115002602462,50,9679,2397,2614,2949,12.52,692219
-116.21886056361947,35.03913445814048,47,5120,721,11623,1496,13.22,696127
-121.7934078261718,32.70516773927998,11,3126,827,7801,4493,10.13,529635
-117.50771266887175,35.300034027445115,19,9744,881,11321,4839,7.54,408454
-116.71731228670755,39.815265033574704,35,7482,2329,14298,962,10.44,550479
-118.36978704429724,37.41400856577537,39,4576,1910,200,4292,11.04,576310
-119.6153750669564,35.81557953171359,26,9690,1579,4746,1761,13.56,713478
-120.21511722196142,36.03806676506857,46,5068,2125,7045,724,14.4,728676
-120.84736260390832,32.55273761798255,14,7186,2022,2500,1489,8.44,453816
-115.01752739175183,35.36112296438887,45,7062,1124,11663,2784,12.28,637207
-116.0105811458112,38.623176758812924,44,4623,1766,5901,3680,14.52,750111
-114.66112981690821,41.707169716311924,24,7070,1333,2443,735,3.54,203492
-123.10205587620513,40.51084238191849,41,8359,640,452,1176,1.75,115597
-117.01209054895541,32.76202861731443,1,2273,2882,3055,4266,13.23,654312
-114.92906181351678,40.99545528999024,51,6370,2717,1118,2516,4.14,238971
-122.53042001569676,39.90989706914007,43,901,2036,1279,2447,2.07,125770
-123.68237747563755,39.883339322802925,22,8313,2683,5293,4187,3.66,237582
-116.9091486811278,36.849740092223605,23,7025,1051,3636,3488,6.69,339086
-118.58228994367369,36.28522980670187,19,8067,2281,11942,4174,4.46,280530
-115.89803908134695,35.39043700832034,18,4464,1096,2602,1015,5.62,316196
-122.94668533867205,33.15818862276058,12,8168,2226,3919,969,14.67,792085
-116.3655161889267,34.68769477047571,28,8346,2388,6955,4963,11.01,613902
-122.32566170672064,34.86054020514321,28,7976,1905,1079,2922,11.11,580826
-122.70689433362833,37.095165225973,33,8758,550,13743,1558,2.78,176793
-122.70077138877282,39.57345186607489,19,8919,2283,13126,1262,11.38,649404
-116.17166980887693,36.998550485224676,28,5086,528,1076,921,11.48,634050
-117.67141990421015,33.08431626929778,49,4135,1644,9663,4440,10.41,539643
-119.09842313531804,41.552802027299,37,4819,2589,2380,3304,4.58,265157
-120.74734193940003,41.4110358426756,26,5391,562,5997,913,7.21,401266
-115.5429065702364,39.928633601026526,35,7075,2564,14537,4003,12.92,716527
-120.40985112147673,41.86839555371932,34,8056,2382,13340,3158,10.55,574685
-116.15134162770536,37.663578751650476,35,5601,650,12868,3105,11.39,573259
-119.941085517955,41.59965017588267,40,3222,1490,13625,4044,9.43,478089
-120.56547792857393,33.25144343220362,16,5938,1173,207,2732,7.57,470860
-119.70469495187714,35.98105584113951,38,6184,238,9264,4740,11.75,593247
-121.324166143392,34.660837731943666,13,1970,1038,1726,663,2.42,131855
-116.84400182303044,34.382789321703484,23,9189,2987,8995,1922,10.59,621715
-119.30268728347151,33.86495574908008,22,3415,1931,14770,3204,14.96,749080
-122.01858454072595,38.39691236713603,16,6894,437,6329,4610,12.03,581432
-115.31827128432333,39.892238662582145,28,3176,2338,6977,3423,5.42,236020
